Datetime,District,Ward,Temperature,Consumption,Total,Ward2,Ward2_Temperature,Ward2_Consumption,Ward2_Total,Ward3,Ward3_Temperature,Ward3_Consumption,Ward3_Total,Ward4,Ward4_Temperature,Ward4_Consumption,Ward4_Total
03-07-2022,Chikmanglore,Koppa,29.02537024,224.8687296,548.0030182,sringeri,33.7,182.67,212.54,tarikere,34.72,118.36,139.52,nrpura,38.69252758,427.9233591,525.105686
04-07-2022,Chikmanglore,Koppa,34.38853487,196.1360937,262.0777932,sringeri,38.89,194.73,228.84,tarikere,29.26,104.96,148.33,nrpura,44.10642816,366.6931149,369.2191953
05-07-2022,Chikmanglore,Koppa,34.0721717,208.1303189,411.6978197,sringeri,27.52,148.07,176.3,tarikere,28.1,121.83,171.39,nrpura,28.63651831,328.2860213,339.2223606
06-07-2022,Chikmanglore,Koppa,30.02640348,209.1711137,360.8693338,sringeri,20.69,150.98,173.38,tarikere,25.54,178.21,179.44,nrpura,33.79828926,401.1019236,456.2701964
07-07-2022,Chikmanglore,Koppa,32.91369196,191.7088019,358.5717142,sringeri,29.19,145.75,155.23,tarikere,38.17,186.93,188.11,nrpura,20.69683951,139.8150941,231.8298684
08-07-2022,Chikmanglore,Koppa,34.35286293,201.9985634,422.7257513,sringeri,21.3,121.16,156.37,tarikere,29.92,129.9,167.64,nrpura,30.91915014,302.3663083,401.3104343
09-07-2022,Chikmanglore,Koppa,30.7141769,216.8850691,445.9967425,sringeri,23.53,163.11,165.71,tarikere,26.16,154.17,177.43,nrpura,40.02166519,270.0135485,353.7672966
10-07-2022,Chikmanglore,Koppa,31.74504103,202.8121342,389.0042263,sringeri,34.93,186.64,205.84,tarikere,41.17,133.4,142.24,nrpura,24.9202712,126.962208,162.0435039
11-07-2022,Chikmanglore,Koppa,29.8485722,202.2105573,325.4729448,sringeri,33.92,148.28,174.95,tarikere,37.96,194.87,244.47,nrpura,34.27635446,346.3155899,400.7240587
12-07-2022,Chikmanglore,Koppa,32.13828676,209.9015877,298.1389658,sringeri,34.83,125.94,158.37,tarikere,44.26,145.8,164.16,nrpura,39.35830255,147.5236132,190.4377708
13-07-2022,Chikmanglore,Koppa,34.80641988,193.2928375,415.0037408,sringeri,20.63,186.2,197.72,tarikere,43.85,160.51,193.66,nrpura,44.61826185,296.0153297,393.6591802
14-07-2022,Chikmanglore,Koppa,32.18560817,195.0690769,513.637622,sringeri,22.7,175.38,198.09,tarikere,35.25,173.14,213.13,nrpura,28.46478743,216.0482718,278.678527
15-07-2022,Chikmanglore,Koppa,33.1960517,202.5651056,482.5402088,sringeri,27.59,165.83,178.87,tarikere,30.35,100.43,133.53,nrpura,40.16877872,204.8519118,249.1478933
16-07-2022,Chikmanglore,Koppa,34.47798037,198.9331825,471.0258153,sringeri,34.28,115.14,151.94,tarikere,21.14,195.55,235.1,nrpura,36.45400467,389.5423749,448.8124099
17-07-2022,Chikmanglore,Koppa,34.29639273,198.9527842,348.8787196,sringeri,24.61,175.14,205.82,tarikere,41.38,155.99,167.69,nrpura,44.90740344,215.2263587,298.6264017
18-07-2022,Chikmanglore,Koppa,30.70323787,206.2772301,585.188134,sringeri,23.61,147.77,162.51,tarikere,38.5,114.33,138.7,nrpura,32.83895122,241.9631703,274.3469862
19-07-2022,Chikmanglore,Koppa,31.80045252,196.3083646,415.3179476,sringeri,42.04,168.93,191.81,tarikere,26.79,180.85,216.32,nrpura,25.56963324,160.2121824,190.373938
20-07-2022,Chikmanglore,Koppa,32.41516762,207.8316693,534.4391696,sringeri,32.69,189.27,237.73,tarikere,32.89,178.31,220.77,nrpura,24.41483711,372.6089288,407.438189
21-07-2022,Chikmanglore,Koppa,32.6372458,195.9223463,398.037595,sringeri,26.06,182.69,187.51,tarikere,23.72,178.11,195.15,nrpura,30.17542144,276.6359836,343.0894214
22-07-2022,Chikmanglore,Koppa,32.28386433,198.0927356,458.6892028,sringeri,26.76,160.97,186.86,tarikere,31.89,181.81,222.65,nrpura,30.76320379,398.7020191,425.3372872
23-07-2022,Chikmanglore,Koppa,32.27589592,218.2674799,400.1251102,sringeri,22.78,120.57,138.82,tarikere,23.24,151.77,153.54,nrpura,39.30200444,232.070657,267.6287
24-07-2022,Chikmanglore,Koppa,29.74795184,183.92591,256.7616648,sringeri,30.46,112.81,131.47,tarikere,22.23,127.11,163.21,nrpura,44.68452533,410.3419305,482.3426168
25-07-2022,Chikmanglore,Koppa,32.54980073,196.0713716,543.2404043,sringeri,35.24,110.57,145.38,tarikere,21.09,197.3,230.19,nrpura,43.21210485,205.8633694,213.7612092
26-07-2022,Chikmanglore,Koppa,27.90452229,213.4332238,340.2043497,sringeri,27.55,161.92,199.04,tarikere,42.63,148.82,182.52,nrpura,34.01191188,166.2421696,213.399172
27-07-2022,Chikmanglore,Koppa,33.81165864,203.3791176,296.3767938,sringeri,37.5,174.95,198.24,tarikere,30.22,132.51,147.76,nrpura,28.21000221,251.4920968,256.3958526
28-07-2022,Chikmanglore,Koppa,32.46502975,213.7236283,478.3993546,sringeri,27.81,164.1,172.64,tarikere,29.65,111.34,149.54,nrpura,29.27390271,113.0343164,164.7591332
29-07-2022,Chikmanglore,Koppa,32.5874466,209.2629948,508.4418789,sringeri,44.58,122.36,145.05,tarikere,28.1,108.72,142.23,nrpura,22.78853787,477.6367692,556.8512622
30-07-2022,Chikmanglore,Koppa,32.63123199,212.5888504,550.9250142,sringeri,34.56,117.03,165.97,tarikere,42.08,104.47,135.58,nrpura,27.79603115,127.2222549,142.5125955
31-07-2022,Chikmanglore,Koppa,33.86376059,200.4370071,264.2865245,sringeri,26.41,115.7,136.96,tarikere,31.15,119.53,129.09,nrpura,20.07960504,414.7447771,490.1279541
01-08-2022,Chikmanglore,Koppa,31.11354213,196.5619125,455.0776165,sringeri,29.23,178.17,219.13,tarikere,29.7,129.08,143.38,nrpura,28.5169078,194.4317695,271.4117932
02-08-2022,Chikmanglore,Koppa,34.41409569,201.840372,448.2778372,sringeri,38.14,160.8,177.86,tarikere,20.25,134.93,151.82,nrpura,31.1470653,306.6455119,335.300924
03-08-2022,Chikmanglore,Koppa,33.02071835,205.4191114,311.6569065,sringeri,30.76,170.52,185.85,tarikere,42.23,131.7,133.88,nrpura,29.70051564,334.8361633,378.6893901
04-08-2022,Chikmanglore,Koppa,32.67195799,188.3581987,575.1623025,sringeri,37.13,183.55,214.46,tarikere,30.3,120.38,164.86,nrpura,25.37589358,126.3988264,175.0234668
05-08-2022,Chikmanglore,Koppa,35.30838522,187.4245619,370.1852655,sringeri,42.88,113.9,151.86,tarikere,30.05,195.9,244.35,nrpura,29.37378836,289.0769657,315.2682347
06-08-2022,Chikmanglore,Koppa,31.91799677,213.8296014,273.8044676,sringeri,39.78,136.51,179.56,tarikere,34.74,180.32,187.3,nrpura,41.34522151,470.8985373,501.7884954
07-08-2022,Chikmanglore,Koppa,30.11012317,205.4237317,390.9404399,sringeri,41.06,164.3,167.09,tarikere,30.04,154.68,188.9,nrpura,41.45914346,489.1742723,578.2608344
08-08-2022,Chikmanglore,Koppa,31.75440151,193.229968,317.2312089,sringeri,22.85,163.2,204.52,tarikere,38.25,178.99,185.13,nrpura,30.38205022,262.2021384,297.9272225
09-08-2022,Chikmanglore,Koppa,32.39568297,206.5883149,388.0412138,sringeri,37.13,113.36,125.68,tarikere,26.99,136.96,183.84,nrpura,38.46993829,159.6951035,246.0090315
10-08-2022,Chikmanglore,Koppa,30.45464884,223.4166725,414.0291785,sringeri,22.81,119.93,133.15,tarikere,24.95,189.33,195.66,nrpura,23.16957724,268.5151276,273.2957887
11-08-2022,Chikmanglore,Koppa,31.91816928,208.6525088,309.1785501,sringeri,33.55,100.33,137.82,tarikere,25.88,185.06,215.55,nrpura,38.48990021,296.2158783,366.1189936
12-08-2022,Chikmanglore,Koppa,34.25919942,195.600908,454.7346047,sringeri,23.82,193.64,196.8,tarikere,29.24,160.26,162.75,nrpura,36.92741889,201.1449804,272.00854
13-08-2022,Chikmanglore,Koppa,32.71564793,198.2839055,464.0308543,sringeri,37.73,118.15,161.52,tarikere,42.81,117.78,120.91,nrpura,22.8419948,429.863466,448.7071268
14-08-2022,Chikmanglore,Koppa,32.94572078,212.289925,425.2437459,sringeri,40.75,136.85,166.02,tarikere,21.45,166.37,205.62,nrpura,44.96372251,327.2167634,366.6404204
15-08-2022,Chikmanglore,Koppa,32.4541051,198.4234384,300.9417369,sringeri,35.65,108.62,126.09,tarikere,23.43,181.66,218.11,nrpura,34.87521136,398.893353,454.1349476
16-08-2022,Chikmanglore,Koppa,33.56717205,204.6283153,304.5131228,sringeri,42.45,140.69,142.1,tarikere,33.48,153.4,197.65,nrpura,39.40760475,319.6820942,352.8131143
17-08-2022,Chikmanglore,Koppa,30.95692743,216.4080728,387.7152995,sringeri,25.83,157.82,188.79,tarikere,22.98,195.77,218.87,nrpura,23.81833111,382.640107,396.5456837
18-08-2022,Chikmanglore,Koppa,31.08720122,194.2548453,268.450096,sringeri,41.51,129.38,152.44,tarikere,36.25,121.07,155.28,nrpura,36.43998297,220.6948915,284.1312037
19-08-2022,Chikmanglore,Koppa,30.96757109,197.9064457,460.4364706,sringeri,21.7,113.94,129.14,tarikere,29.88,129.08,162.73,nrpura,37.40145288,177.7073762,255.4461389
20-08-2022,Chikmanglore,Koppa,32.23302576,206.3453217,327.599457,sringeri,38.18,105.6,127.76,tarikere,38.86,152.54,186.23,nrpura,41.82673015,116.4224686,126.9307434
21-08-2022,Chikmanglore,Koppa,31.86159338,195.8597687,481.7994885,sringeri,24.92,198.63,215.87,tarikere,34.23,199.79,235.24,nrpura,29.91838768,413.6020903,458.4406891
22-08-2022,Chikmanglore,Koppa,31.03742519,211.8350704,431.751627,sringeri,25.81,102.26,111.34,tarikere,30.03,136.35,152.79,nrpura,22.41004589,155.1223268,206.8007685
23-08-2022,Chikmanglore,Koppa,32.18423367,192.263767,270.8162024,sringeri,21.97,173.82,189.24,tarikere,28.95,197.27,213.61,nrpura,27.61611974,313.2424018,314.3925966
24-08-2022,Chikmanglore,Koppa,32.1756125,213.0053371,351.2312301,sringeri,25.76,151.33,162.93,tarikere,25.85,127.82,138.77,nrpura,42.6918913,339.6853287,366.1544298
25-08-2022,Chikmanglore,Koppa,30.61318111,197.2093582,523.0346124,sringeri,25.7,167.59,178.87,tarikere,32.74,107.25,111.77,nrpura,23.87735591,439.2349552,498.6635195
26-08-2022,Chikmanglore,Koppa,30.10966257,198.0653351,555.6749469,sringeri,39.29,179.07,214.62,tarikere,43.84,118.92,123.31,nrpura,28.32952122,203.8547435,297.1710522
27-08-2022,Chikmanglore,Koppa,32.27651538,208.6408446,267.0991019,sringeri,42.25,172.7,211.34,tarikere,34.74,197.6,228.08,nrpura,28.9664223,327.4812043,381.6691454
28-08-2022,Chikmanglore,Koppa,33.06745975,196.0056618,348.4267461,sringeri,27.67,182.16,196.47,tarikere,22.06,193.85,242.16,nrpura,39.18062129,260.8581545,313.0002938
29-08-2022,Chikmanglore,Koppa,31.06059674,201.8975592,313.9318544,sringeri,34.72,171.97,186.32,tarikere,40.27,133.93,179.71,nrpura,44.1453759,109.0212029,139.8926355
30-08-2022,Chikmanglore,Koppa,30.73582894,187.3754046,447.6719425,sringeri,41.88,186.07,196.22,tarikere,34.91,109.93,136.69,nrpura,40.65221234,132.2681684,226.6584338
31-08-2022,Chikmanglore,Koppa,29.22634162,203.2206659,538.2875244,sringeri,30.08,126.64,132.19,tarikere,38.25,158.41,170.79,nrpura,41.00297087,315.5852133,359.4215806
01-09-2022,Chikmanglore,Koppa,30.76173801,193.8986969,352.8627626,sringeri,35.33,102.28,116.82,tarikere,37.42,158.44,189.93,nrpura,28.4726317,256.4290785,302.6203734
02-09-2022,Chikmanglore,Koppa,32.19178188,203.8068148,487.3409506,sringeri,32.25,128.74,140.03,tarikere,23.61,148.11,194.94,nrpura,28.44938367,265.1540878,271.5715044
03-09-2022,Chikmanglore,Koppa,32.20035744,185.19288,557.1877754,sringeri,31.34,134.22,161.97,tarikere,37.81,113.49,145.19,nrpura,29.35264368,443.5393608,507.6207462
04-09-2022,Chikmanglore,Koppa,32.30461536,191.6897124,505.4755511,sringeri,34.92,183.44,185.01,tarikere,32.38,199.21,244.8,nrpura,40.65697424,177.0096491,255.2479678
05-09-2022,Chikmanglore,Koppa,33.12324041,208.1345875,404.9579455,sringeri,38.53,125.85,173.53,tarikere,31.93,102.12,138.07,nrpura,39.20856175,285.1320569,309.8891844
06-09-2022,Chikmanglore,Koppa,33.96654492,212.5065089,334.4224005,sringeri,31.9,135.63,170.91,tarikere,27.01,182.97,200.67,nrpura,20.68308059,457.9750522,535.1811717
07-09-2022,Chikmanglore,Koppa,31.84576809,201.8887469,575.3157751,sringeri,21.47,187.66,206.52,tarikere,24.99,165.29,207.51,nrpura,41.47742676,394.4629848,476.2347435
08-09-2022,Chikmanglore,Koppa,31.81196012,216.7570629,299.4633656,sringeri,40.41,134.3,170.28,tarikere,20.12,101.47,108.29,nrpura,37.70680487,214.6296129,227.3632882
09-09-2022,Chikmanglore,Koppa,33.16836968,206.300032,338.8774378,sringeri,20.11,190.57,209.63,tarikere,38.67,183.5,189.63,nrpura,29.69158459,379.4042774,473.7818442
10-09-2022,Chikmanglore,Koppa,31.96917609,197.8137253,327.2816114,sringeri,31.26,166.09,168.59,tarikere,25.99,175.8,193.29,nrpura,35.90206057,495.593508,538.9292375
11-09-2022,Chikmanglore,Koppa,33.97874946,210.2987459,517.2262725,sringeri,34.12,170.22,198.43,tarikere,41.45,165.67,201.43,nrpura,30.66426333,429.3095065,519.2193752
12-09-2022,Chikmanglore,Koppa,32.66839197,205.2946961,557.0604305,sringeri,27.69,128.34,161.82,tarikere,38.84,190.8,225.58,nrpura,20.77276619,311.411509,407.5140445
13-09-2022,Chikmanglore,Koppa,31.98228116,199.7244878,565.5946849,sringeri,40.28,100.87,121.44,tarikere,43.14,170.41,181.87,nrpura,27.02414807,303.7911971,348.3676179
14-09-2022,Chikmanglore,Koppa,30.87487758,215.9856144,560.613791,sringeri,36.88,162.35,199.75,tarikere,36.1,187.15,224.74,nrpura,39.85628427,202.6099895,229.0356462
15-09-2022,Chikmanglore,Koppa,29.95251475,203.211746,480.0877895,sringeri,44.11,195.02,206.75,tarikere,35.67,102,110.59,nrpura,30.92441086,280.9495521,377.6289694
16-09-2022,Chikmanglore,Koppa,30.76587398,212.5497368,272.6746718,sringeri,36.86,122.24,171.91,tarikere,42.47,119.63,125.98,nrpura,30.1006873,365.054744,405.6041133
17-09-2022,Chikmanglore,Koppa,31.82848578,195.6873081,326.6664055,sringeri,36.45,112.04,130.81,tarikere,33.22,139.8,168.38,nrpura,23.31786625,314.093574,342.0369044
18-09-2022,Chikmanglore,Koppa,33.09733909,194.2708897,311.7631342,sringeri,35.42,124.87,145.13,tarikere,30.78,129.88,163.28,nrpura,27.79504471,330.1171521,357.6886745
19-09-2022,Chikmanglore,Koppa,33.5601172,202.7290057,577.5781038,sringeri,40.53,191.76,230.91,tarikere,33.49,148.11,184.6,nrpura,29.88243396,119.8856852,167.5143309
20-09-2022,Chikmanglore,Koppa,30.59794012,189.3034171,349.1671816,sringeri,38.9,160.03,176.22,tarikere,38.64,107.01,109.7,nrpura,30.85186595,370.6328441,390.6304771
21-09-2022,Chikmanglore,Koppa,33.65319257,199.9344395,544.5049043,sringeri,23.16,121.82,133.07,tarikere,37.4,159.01,205.03,nrpura,25.36500688,455.1227316,548.2848525
22-09-2022,Chikmanglore,Koppa,31.85646623,212.5423392,305.74107,sringeri,32.97,171.67,205.78,tarikere,30.37,197.14,219.47,nrpura,25.10284214,243.0614716,330.4423649
23-09-2022,Chikmanglore,Koppa,33.57828781,203.1829726,481.7448819,sringeri,21.44,126.81,150.13,tarikere,40.57,121.17,145.02,nrpura,28.32230921,395.5723619,460.9581238
24-09-2022,Chikmanglore,Koppa,31.64088329,200.122134,514.1041514,sringeri,20.22,107.97,121.15,tarikere,32.55,124.66,170.36,nrpura,28.11968433,173.7540996,234.5778405
25-09-2022,Chikmanglore,Koppa,32.49113048,218.7126522,424.5018237,sringeri,42.52,195.03,242.68,tarikere,30.47,189.38,196.69,nrpura,30.58369032,182.9896909,270.223556
26-09-2022,Chikmanglore,Koppa,34.07614242,196.8455494,268.3232435,sringeri,22.87,195.07,198.52,tarikere,41.48,141.19,147.05,nrpura,23.66653678,159.7638541,203.5610661
27-09-2022,Chikmanglore,Koppa,35.19534231,205.0240219,527.853577,sringeri,43.92,131.67,172.32,tarikere,24.83,127.29,163.84,nrpura,28.45946581,214.1676092,272.7829823
28-09-2022,Chikmanglore,Koppa,34.24103437,190.9971249,485.5499086,sringeri,36.16,127.45,156.48,tarikere,25.13,178.12,191.27,nrpura,37.75328692,339.8438028,413.015697
29-09-2022,Chikmanglore,Koppa,33.61039875,180.0037968,390.5010724,sringeri,32.15,142.76,187.92,tarikere,25.26,169.67,193.48,nrpura,24.25591401,409.0403914,464.6419279
30-09-2022,Chikmanglore,Koppa,32.42015674,180.6099799,575.7437963,sringeri,43.99,153.99,174.24,tarikere,44.17,163.1,208.49,nrpura,26.18062704,329.2069444,361.7005272
01-10-2022,Chikmanglore,Koppa,33.91523483,216.6978335,499.6899905,sringeri,34.55,197.61,246.55,tarikere,33.65,109.98,130.09,nrpura,31.38838732,163.5570543,214.4799216
02-10-2022,Chikmanglore,Koppa,30.64749829,209.9085235,353.6809665,sringeri,22.42,139.12,175.51,tarikere,34.57,190.41,192.12,nrpura,32.66399488,296.86526,394.5432199
03-10-2022,Chikmanglore,Koppa,30.65509763,220.0519425,329.9091312,sringeri,32.85,144.34,160.88,tarikere,43.21,149.83,182.38,nrpura,36.09282011,190.8443991,240.7029805
04-10-2022,Chikmanglore,Koppa,32.50675203,213.6068116,555.6839874,sringeri,42.07,163.56,208.37,tarikere,28.42,148.25,185.87,nrpura,23.979944,459.0839305,530.4666158
05-10-2022,Chikmanglore,Koppa,32.94965861,202.4298234,411.0032075,sringeri,25.92,117.86,124.25,tarikere,44.06,128.05,156.36,nrpura,44.62836359,422.1012561,510.224146
06-10-2022,Chikmanglore,Koppa,30.99840955,205.9788405,545.5088206,sringeri,44.08,139.47,175.71,tarikere,43.42,103.59,105.53,nrpura,21.89257829,186.9958882,264.3428916
07-10-2022,Chikmanglore,Koppa,33.28687265,204.2207107,469.0784178,sringeri,35.51,135.55,145.81,tarikere,34.27,130.94,159.98,nrpura,32.48408214,168.4689923,235.8464561
08-10-2022,Chikmanglore,Koppa,32.87015729,197.9293019,514.5785138,sringeri,32.18,161.76,202.82,tarikere,31.87,178.67,203.24,nrpura,35.84095719,150.7493017,235.8146626
09-10-2022,Chikmanglore,Koppa,32.14600311,194.551508,406.5470243,sringeri,22.2,152.76,169.07,tarikere,43.71,143.27,151.26,nrpura,24.95679487,114.6757705,122.1114448
10-10-2022,Chikmanglore,Koppa,29.8098035,189.4649015,559.3209528,sringeri,28.25,100.64,145.91,tarikere,42.19,111.22,159.37,nrpura,39.38776544,481.4184549,506.2731034
11-10-2022,Chikmanglore,Koppa,31.55686762,207.8185112,285.4919431,sringeri,22.89,179.74,226.68,tarikere,25.56,162.26,184.19,nrpura,37.8151115,281.6023588,333.3883068
12-10-2022,Chikmanglore,Koppa,32.84891612,182.1134126,444.9380311,sringeri,23.13,151.32,186.35,tarikere,30.96,170.47,178.4,nrpura,29.53951813,116.835046,134.6322866
13-10-2022,Chikmanglore,Koppa,33.88881069,209.039281,480.7010064,sringeri,22.26,160.78,180.19,tarikere,29.16,132.44,179.25,nrpura,23.49958398,202.8363781,225.8306903
14-10-2022,Chikmanglore,Koppa,31.23889221,196.7783806,306.0184782,sringeri,40.79,173.14,194.53,tarikere,29.5,193.6,204.04,nrpura,22.50004956,285.4175425,351.1968149
15-10-2022,Chikmanglore,Koppa,35.04360286,199.3393775,559.9277529,sringeri,34.97,146.16,190.31,tarikere,26.51,157.09,184.17,nrpura,42.00114709,109.0547806,133.9703875
16-10-2022,Chikmanglore,Koppa,31.14194741,198.3516072,502.0459755,sringeri,27.7,134.79,153.4,tarikere,21.57,131.72,152.01,nrpura,27.70541265,284.7059698,363.8592686
17-10-2022,Chikmanglore,Koppa,31.56599118,197.8612017,531.3159556,sringeri,31.44,194.56,215.2,tarikere,44.02,111,152.97,nrpura,42.53415008,238.375873,282.6119114
18-10-2022,Chikmanglore,Koppa,33.60020552,211.8265546,335.9017732,sringeri,34.67,176.62,185.28,tarikere,32.26,132.88,134.73,nrpura,34.04171587,424.5268703,512.4901528
19-10-2022,Chikmanglore,Koppa,33.04289618,207.3891543,331.5591611,sringeri,30.31,166.35,174.96,tarikere,21.97,109.27,147.52,nrpura,30.45344567,130.7297935,142.4721328
20-10-2022,Chikmanglore,Koppa,32.65917411,196.0771821,489.9650088,sringeri,26.16,101.02,118.23,tarikere,27.82,147.92,179.54,nrpura,26.6850762,234.7665516,302.3006728
21-10-2022,Chikmanglore,Koppa,32.40763369,195.0611226,322.7254771,sringeri,35.44,197.96,226.98,tarikere,33.33,108.93,129.74,nrpura,40.59775892,391.8267734,453.173986
22-10-2022,Chikmanglore,Koppa,31.116563,208.6098323,462.0008761,sringeri,38.49,152.1,176.71,tarikere,38.41,134.82,157.34,nrpura,36.95770701,170.1787517,230.7688131
23-10-2022,Chikmanglore,Koppa,32.38097809,224.3226146,445.2354783,sringeri,31.57,159.2,162.99,tarikere,40.5,168.15,170.95,nrpura,30.53200981,313.0417946,322.4616747
24-10-2022,Chikmanglore,Koppa,34.24084686,199.5653034,558.4075951,sringeri,29.79,143.26,173.47,tarikere,25.4,175.88,203.35,nrpura,40.56752848,153.516854,246.372642
25-10-2022,Chikmanglore,Koppa,32.63032963,219.3333035,287.6694334,sringeri,25.67,199.78,215.43,tarikere,39.26,126.93,142.01,nrpura,44.56014379,334.4730778,431.1064586
26-10-2022,Chikmanglore,Koppa,33.6745718,197.6266331,379.1026515,sringeri,28.81,161.7,170.82,tarikere,34.43,173.55,201.2,nrpura,36.07197634,133.4919092,159.8654701
27-10-2022,Chikmanglore,Koppa,32.08590511,186.3780099,435.4453098,sringeri,24.67,101.48,127.79,tarikere,31.72,194.14,231.65,nrpura,20.40259888,184.2282692,272.9286435
28-10-2022,Chikmanglore,Koppa,32.44217859,193.8966295,530.2360236,sringeri,40.87,191.14,207.4,tarikere,30.97,140.59,172.29,nrpura,30.50481426,361.5074464,456.4666053
29-10-2022,Chikmanglore,Koppa,32.7022321,191.8166334,398.1385153,sringeri,34.19,119.51,121.22,tarikere,41.89,157.4,160.44,nrpura,27.76012832,227.15137,290.1765471
30-10-2022,Chikmanglore,Koppa,32.08547238,210.0794308,391.0529762,sringeri,37.02,173.98,221.34,tarikere,37.22,139.8,143.35,nrpura,33.3604217,403.6025262,434.4304317
31-10-2022,Chikmanglore,Koppa,31.44333111,200.7302066,313.0161962,sringeri,27.01,133.87,175.55,tarikere,21.96,197.44,242.4,nrpura,44.9415624,261.9850832,335.4743217
01-11-2022,Chikmanglore,Koppa,32.3919266,198.5620811,232.720907,sringeri,24.66,118.79,134.03,tarikere,41.38,135.38,171.45,nrpura,29.93316146,361.3100833,362.9529313
02-11-2022,Chikmanglore,Koppa,34.17509555,196.4470738,316.8250596,sringeri,21.4,151.46,187.73,tarikere,42.77,170.59,179.11,nrpura,32.34969808,151.4444703,198.5050259
03-11-2022,Chikmanglore,Koppa,32.90419737,197.2211077,152.843898,sringeri,40.19,190.37,238.48,tarikere,34.46,160.84,169.48,nrpura,26.92309419,236.0722478,317.7295053
04-11-2022,Chikmanglore,Koppa,34.19436429,193.5385153,354.4571571,sringeri,35.59,170.63,205.08,tarikere,40.88,128,163.68,nrpura,44.19616846,426.0587569,452.819216
05-11-2022,Chikmanglore,Koppa,32.00420009,193.5116577,262.2325888,sringeri,39.58,105.86,121.22,tarikere,40.29,137.62,185.42,nrpura,20.02957527,390.3526613,466.5820434
06-11-2022,Chikmanglore,Koppa,30.71142409,206.2986172,346.6751825,sringeri,26.35,165.45,176.07,tarikere,41.12,164.67,169.29,nrpura,39.04124981,476.6323195,500.388396
07-11-2022,Chikmanglore,Koppa,32.59864535,194.6818167,346.8225862,sringeri,36.99,156.02,175.83,tarikere,28.38,115.81,125.66,nrpura,27.14174483,238.1730869,271.0552874
08-11-2022,Chikmanglore,Koppa,33.61984502,215.5418486,234.9604068,sringeri,20.78,153.94,185.74,tarikere,24.79,156.22,190.77,nrpura,23.30587897,232.7146024,275.2127919
09-11-2022,Chikmanglore,Koppa,30.25805187,200.664704,338.6831496,sringeri,35.65,111.2,156.31,tarikere,30.87,170.47,172.59,nrpura,28.22248692,285.8937536,333.5091294
10-11-2022,Chikmanglore,Koppa,32.2799581,201.3284862,254.094039,sringeri,38.24,148.63,192.81,tarikere,20.81,182.14,185.34,nrpura,37.22441927,262.134598,316.2567102
11-11-2022,Chikmanglore,Koppa,31.12926948,205.7529687,278.1617187,sringeri,33.05,136.31,162.05,tarikere,24.66,126.12,174.4,nrpura,21.20976223,235.5883171,271.4789195
12-11-2022,Chikmanglore,Koppa,31.41786506,207.6334643,360.806902,sringeri,27.37,147.08,163.65,tarikere,33.79,115.65,162.17,nrpura,39.0166087,415.5395867,480.2112897
13-11-2022,Chikmanglore,Koppa,31.31539003,194.9168623,245.5931366,sringeri,35.79,172.08,209.01,tarikere,40.79,152.53,180.41,nrpura,39.97367722,260.1144068,354.4835251
14-11-2022,Chikmanglore,Koppa,32.91605412,204.833288,182.4056161,sringeri,38.1,100.8,103.7,tarikere,25.44,148.16,159.58,nrpura,21.95888407,285.3507282,371.8089055
15-11-2022,Chikmanglore,Koppa,32.04386713,211.3459333,288.0069715,sringeri,33.31,113.12,119,tarikere,32.89,103.69,110.84,nrpura,32.95672642,200.164312,289.8607833
16-11-2022,Chikmanglore,Koppa,32.55379163,188.6303651,245.1800331,sringeri,37.74,166.52,211.52,tarikere,40.25,190.31,192.67,nrpura,39.02212989,290.0666296,325.6480276
17-11-2022,Chikmanglore,Koppa,30.48610498,195.369079,198.5969618,sringeri,38.79,189.6,196.09,tarikere,22.86,170.61,172.95,nrpura,35.78800086,110.5296255,113.9016125
18-11-2022,Chikmanglore,Koppa,30.53681879,195.6758006,237.4923315,sringeri,33.35,108.37,130.01,tarikere,35.09,142.87,187.07,nrpura,30.68898116,305.6970163,374.1821533
19-11-2022,Chikmanglore,Koppa,33.97499693,194.0083104,301.854833,sringeri,28.22,155.3,161.79,tarikere,30.08,158.83,204.8,nrpura,43.47166687,491.825218,527.2194157
20-11-2022,Chikmanglore,Koppa,31.78156103,197.5836628,186.3729366,sringeri,20.04,101.58,122.52,tarikere,28.29,192.13,194.59,nrpura,42.23379352,466.4081519,541.822905
21-11-2022,Chikmanglore,Koppa,36.98303956,201.776273,261.0117615,sringeri,40.8,111.49,143.87,tarikere,43.93,195.65,199.32,nrpura,21.4166539,189.8094971,230.5792359
22-11-2022,Chikmanglore,Koppa,33.18038575,216.8582268,273.392357,sringeri,20.89,171.93,183.63,tarikere,42.57,186.53,223.14,nrpura,31.07933329,167.7673325,244.2468833
23-11-2022,Chikmanglore,Koppa,34.18370078,202.0997795,340.7372486,sringeri,21.29,155.96,183.4,tarikere,39.24,191.29,218.68,nrpura,34.78593704,168.1723901,227.3897855
24-11-2022,Chikmanglore,Koppa,33.38000628,205.2403977,330.6344617,sringeri,40.66,151.16,165.24,tarikere,34.31,128.08,148.6,nrpura,20.62889827,343.3221543,417.7234638
25-11-2022,Chikmanglore,Koppa,32.30000882,224.449874,262.997403,sringeri,29,172.63,221.7,tarikere,34.41,165.04,211.69,nrpura,20.25152999,247.515356,258.7085869
